LINE_NUMBER,ZONE_NUMBER,TIME_RANGE,DIRECTION,SCHEDULED_RUN_TIME,TOTAL_OPERATING_COST,FARE_COLLECTED,FAREBOX_RECOVERY,DATE_STORED,PCNAME,SIGN_ON_DATE,OPERATING_COST_PER_HOUR,RECOVERY_PROCESSING_ID,AGGREGATE_ID,COUNTY,TYPE
113,8,1 - Early AM,Outbound,18,56.15,0.75,1.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,187.18,3337.00,1452.00,Union,Interstate
113,8,2 - AM Peak,Inbound,150,467.97,139.66,30.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,187.18,3337.00,1453.00,Union,Interstate
113,8,2 - AM Peak,Outbound,80,249.58,34.00,14.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,187.18,3337.00,1454.00,Union,Interstate
113,8,3 - Mid Day,Inbound,72,224.62,33.70,15.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,187.18,3337.00,1455.00,Union,Interstate
113,8,3 - Mid Day,Outbound,128,399.33,68.21,17.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,187.18,3337.00,1456.00,Union,Interstate
113,8,4 - PM Peak,Inbound,48,149.75,19.87,13.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,187.18,3337.00,1457.00,Union,Interstate
113,8,4 - PM Peak,Outbound,247,770.59,116.19,15.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,187.18,3337.00,1458.00,Union,Interstate
113,8,5 - Evening,Inbound,50,155.99,24.37,16.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,187.18,3337.00,1459.00,Union,Interstate
113,8,5 - Evening,Outbound,124,386.85,50.89,13.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,187.18,3337.00,1460.00,Union,Interstate
114,1,1 - Early AM,Inbound,334,900.84,1579.95,175.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1461.00,New York,Interstate
114,1,1 - Early AM,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1462.00,New York,Interstate
114,1,2 - AM Peak,Inbound,1307,3525.17,6167.66,175.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1463.00,New York,Interstate
114,1,2 - AM Peak,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1464.00,New York,Interstate
114,1,3 - Mid Day,Inbound,166,447.72,393.52,88.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1465.00,New York,Interstate
114,1,3 - Mid Day,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1466.00,New York,Interstate
114,1,4 - PM Peak,Inbound,117,315.56,208.82,66.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1467.00,New York,Interstate
114,1,4 - PM Peak,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1468.00,New York,Interstate
114,1,5 - Evening,Inbound,87,234.65,136.12,58.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1469.00,New York,Interstate
114,1,5 - Evening,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1470.00,New York,Interstate
114,5,1 - Early AM,Inbound,102,275.10,218.12,79.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1471.00,Union,Interstate
114,5,1 - Early AM,Outbound,50,134.85,130.15,97.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1472.00,Union,Interstate
114,5,2 - AM Peak,Inbound,429,1157.07,951.78,82.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1473.00,Union,Interstate
114,5,2 - AM Peak,Outbound,193,520.55,577.79,111.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1474.00,Union,Interstate
114,5,3 - Mid Day,Inbound,89,240.04,110.99,46.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1475.00,Union,Interstate
114,5,3 - Mid Day,Outbound,364,981.76,1076.62,110.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1476.00,Union,Interstate
114,5,4 - PM Peak,Inbound,62,167.22,52.92,32.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1477.00,Union,Interstate
114,5,4 - PM Peak,Outbound,631,1701.90,2578.20,151.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1478.00,Union,Interstate
114,5,5 - Evening,Inbound,45,121.37,38.45,32.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1479.00,Union,Interstate
114,5,5 - Evening,Outbound,336,906.24,1510.47,167.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1480.00,Union,Interstate
114,6,1 - Early AM,Inbound,86,231.95,113.11,49.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1481.00,Union,Interstate
114,6,1 - Early AM,Outbound,22,59.33,11.13,19.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1482.00,Union,Interstate
114,6,2 - AM Peak,Inbound,337,908.94,514.38,57.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1483.00,Union,Interstate
114,8,3 - Mid Day,Outbound,224,604.16,312.93,52.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1506.00,Union,Interstate
114,8,4 - PM Peak,Inbound,98,264.32,111.79,42.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1507.00,Union,Interstate
114,8,4 - PM Peak,Outbound,259,698.56,175.79,25.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1508.00,Union,Interstate
114,8,5 - Evening,Inbound,88,237.34,61.71,26.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1509.00,Union,Interstate
114,8,5 - Evening,Outbound,161,434.24,170.37,39.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1510.00,Union,Interstate
114,9,1 - Early AM,Inbound,22,59.33,29.45,50.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1511.00,Middlesex,Interstate
114,9,1 - Early AM,Outbound,55,148.34,55.04,37.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1512.00,Middlesex,Interstate
114,9,2 - AM Peak,Inbound,74,199.58,83.30,42.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1513.00,Middlesex,Interstate
114,9,2 - AM Peak,Outbound,70,188.80,122.83,65.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1514.00,Middlesex,Interstate
114,9,3 - Mid Day,Inbound,75,202.28,114.96,57.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1515.00,Middlesex,Interstate
114,9,3 - Mid Day,Outbound,112,302.08,167.27,55.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1516.00,Middlesex,Interstate
114,9,4 - PM Peak,Inbound,52,140.25,117.42,84.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1517.00,Middlesex,Interstate
114,9,4 - PM Peak,Outbound,67,180.70,43.11,24.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1518.00,Middlesex,Interstate
114,9,5 - Evening,Inbound,44,118.67,83.75,71.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1519.00,Middlesex,Interstate
114,9,5 - Evening,Outbound,55,148.34,60.20,41.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1520.00,Middlesex,Interstate
114,10,1 - Early AM,Inbound,25,67.42,7.02,10.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1521.00,Somerset,Interstate
114,10,1 - Early AM,Outbound,63,169.92,21.57,13.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1522.00,Somerset,Interstate
114,10,2 - AM Peak,Inbound,96,258.92,50.75,20.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1523.00,Somerset,Interstate
114,10,2 - AM Peak,Outbound,70,188.80,62.89,33.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1524.00,Somerset,Interstate
114,10,3 - Mid Day,Inbound,75,202.28,108.91,54.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1525.00,Somerset,Interstate
114,10,3 - Mid Day,Outbound,112,302.08,137.90,46.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1526.00,Somerset,Interstate
114,10,4 - PM Peak,Inbound,59,159.13,132.87,83.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1527.00,Somerset,Interstate
114,10,4 - PM Peak,Outbound,67,180.70,22.91,13.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1528.00,Somerset,Interstate
114,10,5 - Evening,Inbound,56,151.04,102.60,68.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1529.00,Somerset,Interstate
114,10,5 - Evening,Outbound,63,169.92,48.37,28.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,161.82,3337.00,1530.00,Somerset,Interstate
115,1,1 - Early AM,Inbound,30,80.33,178.60,222.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1531.00,New York,Interstate
115,1,2 - AM Peak,Inbound,315,843.56,1429.80,169.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1532.00,New York,Interstate
115,1,2 - AM Peak,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1533.00,New York,Interstate
115,1,3 - Mid Day,Inbound,39,104.44,151.33,145.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1534.00,New York,Interstate
115,1,3 - Mid Day,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1535.00,New York,Interstate
115,1,4 - PM Peak,Inbound,30,80.33,8.53,11.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1536.00,New York,Interstate
115,1,4 - PM Peak,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1537.00,New York,Interstate
115,1,5 - Evening,Inbound,36,96.40,273.69,284.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1538.00,New York,Interstate
115,1,5 - Evening,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1539.00,New York,Interstate
115,2,3 - Mid Day,Inbound,81,216.91,101.49,47.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1540.00,Hudson,Interstate
115,2,3 - Mid Day,Outbound,32,85.69,369.55,431.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1541.00,Hudson,Interstate
115,2,5 - Evening,Inbound,81,216.91,170.74,79.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1542.00,Hudson,Interstate
115,2,5 - Evening,Outbound,16,42.84,53.42,125.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1543.00,Hudson,Interstate
115,5,1 - Early AM,Inbound,8,21.42,41.40,193.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1544.00,Union,Interstate
115,5,2 - AM Peak,Inbound,81,216.91,298.98,138.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1545.00,Union,Interstate
115,5,2 - AM Peak,Outbound,149,399.01,102.42,26.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1546.00,Union,Interstate
115,5,3 - Mid Day,Inbound,69,184.78,90.35,49.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1547.00,Union,Interstate
115,5,3 - Mid Day,Outbound,228,610.57,467.00,76.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1548.00,Union,Interstate
115,5,4 - PM Peak,Inbound,8,21.42,3.47,16.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1549.00,Union,Interstate
115,5,4 - PM Peak,Outbound,192,514.17,1120.01,218.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1550.00,Union,Interstate
115,5,5 - Evening,Inbound,69,184.78,135.42,73.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1551.00,Union,Interstate
115,5,5 - Evening,Outbound,126,337.42,184.54,55.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1552.00,Union,Interstate
115,6,1 - Early AM,Inbound,12,32.13,24.00,75.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1553.00,Union,Interstate
115,6,2 - AM Peak,Inbound,133,356.17,221.05,62.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1554.00,Union,Interstate
115,6,2 - AM Peak,Outbound,58,155.32,21.06,14.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1555.00,Union,Interstate
115,6,3 - Mid Day,Inbound,39,104.44,15.27,15.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1556.00,Union,Interstate
115,6,3 - Mid Day,Outbound,81,216.91,16.47,8.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1557.00,Union,Interstate
115,6,4 - PM Peak,Inbound,12,32.13,10.45,33.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1558.00,Union,Interstate
115,6,4 - PM Peak,Outbound,81,216.91,95.49,44.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1559.00,Union,Interstate
115,6,5 - Evening,Inbound,33,88.37,17.84,20.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1560.00,Union,Interstate
115,6,5 - Evening,Outbound,37,99.08,39.57,40.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1561.00,Union,Interstate
115,7,1 - Early AM,Inbound,3,8.03,0.00,0.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1562.00,Middlesex,Interstate
115,7,2 - AM Peak,Inbound,21,56.23,19.02,34.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1563.00,Middlesex,Interstate
115,7,4 - PM Peak,Outbound,12,32.13,9.93,31.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1564.00,Middlesex,Interstate
115,7,5 - Evening,Outbound,4,10.71,0.00,0.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,160.67,3337.00,1565.00,Middlesex,Interstate
116,1,1 - Early AM,Inbound,131,403.58,834.97,207.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1566.00,New York,Interstate
116,1,2 - AM Peak,Inbound,755,2326.00,2884.18,124.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1567.00,New York,Interstate
116,1,3 - Mid Day,Inbound,211,650.05,592.33,91.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1568.00,New York,Interstate
116,1,4 - PM Peak,Inbound,63,194.09,74.00,38.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1569.00,New York,Interstate
116,1,5 - Evening,Inbound,84,258.78,123.60,48.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1570.00,New York,Interstate
116,6,1 - Early AM,Inbound,8,24.64,102.25,415.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1571.00,Middlesex,Interstate
116,6,2 - AM Peak,Inbound,57,175.60,368.04,210.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1572.00,Middlesex,Interstate
116,6,3 - Mid Day,Inbound,14,43.13,77.12,179.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1573.00,Middlesex,Interstate
116,6,4 - PM Peak,Inbound,4,12.32,9.32,76.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1574.00,Middlesex,Interstate
116,6,5 - Evening,Inbound,8,24.64,16.33,66.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1575.00,Middlesex,Interstate
116,7,1 - Early AM,Inbound,76,234.14,128.69,55.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1576.00,Middlesex,Interstate
116,7,2 - AM Peak,Inbound,398,1226.16,477.87,39.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1577.00,Middlesex,Interstate
116,7,3 - Mid Day,Inbound,133,409.74,134.69,33.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1578.00,Middlesex,Interstate
116,7,4 - PM Peak,Inbound,38,117.07,16.72,14.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1579.00,Middlesex,Interstate
116,7,5 - Evening,Inbound,76,234.14,23.47,10.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1580.00,Middlesex,Interstate
116,8,1 - Early AM,Inbound,56,172.52,81.24,47.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1581.00,Middlesex,Interstate
116,8,2 - AM Peak,Inbound,266,819.49,223.70,27.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1582.00,Middlesex,Interstate
116,8,3 - Mid Day,Inbound,98,301.91,154.33,51.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1583.00,Middlesex,Interstate
116,8,4 - PM Peak,Inbound,28,86.26,30.87,36.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1584.00,Middlesex,Interstate
116,8,5 - Evening,Inbound,56,172.52,51.32,30.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,184.84,3337.00,1585.00,Middlesex,Interstate
117,1,1 - Early AM,Inbound,40,111.04,246.23,222.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,166.56,3337.00,1586.00,New York,Interstate
117,1,2 - AM Peak,Inbound,120,333.13,464.57,139.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,166.56,3337.00,1587.00,New York,Interstate
117,1,4 - PM Peak,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:07,NWK052120,5/8/2013 0:00:00,166.56,3337.00,1588.00,New York,Interstate
117,1,5 - Evening,Outbound,0,0.00,0.00,0.00,5/17/2013 12:06:08,NWK052120,5/8/2013 0:00:00,166.56,3337.00,1589.00,New York,Interstate
117,6,1 - Early AM,Inbound,5,13.88,30.70,221.00,5/17/2013 12:06:08,NWK052120,5/8/2013 0:00:00,166.56,3337.00,1590.00,Union,Interstate
117,6,2 - AM Peak,Inbound,15,41.64,26.60,64.00,5/17/2013 12:06:08,NWK052120,5/8/2013 0:00:00,166.56,3337.00,1591.00,Union,Interstate
117,6,4 - PM Peak,Outbound,84,233.19,535.29,230.00,5/17/2013 12:06:08,NWK052120,5/8/2013 0:00:00,166.56,3337.00,1592.00,Union,Interstate
410,3,3 - Mid Day,Inbound,75,166.12,39.26,24.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4000.00,Gloucester,Interstate
410,3,3 - Mid Day,Outbound,156,345.53,103.29,30.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4001.00,Gloucester,Interstate
410,3,4 - PM Peak,Outbound,117,259.15,205.23,79.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4002.00,Gloucester,Interstate
410,3,5 - Evening,Outbound,50,110.74,18.04,16.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4003.00,Gloucester,Interstate
410,4,1 - Early AM,Inbound,9,19.93,22.02,110.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4004.00,Gloucester,Interstate
410,4,2 - AM Peak,Inbound,27,59.80,20.81,35.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4005.00,Gloucester,Interstate
410,4,2 - AM Peak,Outbound,40,88.59,9.64,11.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4006.00,Gloucester,Interstate
410,4,3 - Mid Day,Inbound,24,53.15,14.46,27.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4007.00,Gloucester,Interstate
410,4,3 - Mid Day,Outbound,65,143.97,27.38,19.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4008.00,Gloucester,Interstate
410,4,4 - PM Peak,Outbound,43,95.24,26.58,28.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4009.00,Gloucester,Interstate
410,4,5 - Evening,Outbound,20,44.29,4.80,11.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4010.00,Gloucester,Interstate
410,5,1 - Early AM,Inbound,10,22.14,10.42,47.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4011.00,Gloucester,Interstate
410,5,2 - AM Peak,Inbound,35,77.52,17.69,23.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4012.00,Gloucester,Interstate
410,5,2 - AM Peak,Outbound,20,44.29,6.42,15.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4013.00,Gloucester,Interstate
410,5,3 - Mid Day,Inbound,11,24.36,2.70,11.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4014.00,Gloucester,Interstate
410,5,3 - Mid Day,Outbound,50,110.74,13.62,12.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4015.00,Gloucester,Interstate
410,5,4 - PM Peak,Outbound,38,84.16,18.16,22.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4016.00,Gloucester,Interstate
410,5,5 - Evening,Outbound,18,39.86,2.59,7.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4017.00,Gloucester,Interstate
410,6,1 - Early AM,Inbound,5,11.07,3.00,27.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4018.00,Gloucester,Interstate
410,6,2 - AM Peak,Inbound,15,33.22,5.80,17.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4019.00,Gloucester,Interstate
410,6,2 - AM Peak,Outbound,10,22.14,8.65,39.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4020.00,Gloucester,Interstate
410,6,3 - Mid Day,Inbound,5,11.07,4.65,42.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4021.00,Gloucester,Interstate
410,6,3 - Mid Day,Outbound,20,44.29,10.37,23.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4022.00,Gloucester,Interstate
410,6,4 - PM Peak,Outbound,23,50.94,9.32,18.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4023.00,Gloucester,Interstate
410,6,5 - Evening,Outbound,10,22.14,2.17,10.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4024.00,Gloucester,Interstate
410,7,1 - Early AM,Inbound,11,24.36,2.92,12.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4025.00,Salem,Interstate
410,7,2 - AM Peak,Inbound,30,66.44,4.14,6.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4026.00,Salem,Interstate
410,7,2 - AM Peak,Outbound,18,39.86,4.15,10.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4027.00,Salem,Interstate
410,7,3 - Mid Day,Inbound,10,22.14,1.35,6.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4028.00,Salem,Interstate
410,7,3 - Mid Day,Outbound,36,79.73,11.44,14.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4029.00,Salem,Interstate
410,7,4 - PM Peak,Outbound,36,79.73,4.48,6.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4030.00,Salem,Interstate
410,7,5 - Evening,Outbound,18,39.86,2.80,7.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4031.00,Salem,Interstate
410,8,1 - Early AM,Inbound,9,19.93,5.45,27.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4032.00,Cumberland,Interstate
410,8,2 - AM Peak,Inbound,27,59.80,5.38,9.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4033.00,Cumberland,Interstate
410,8,2 - AM Peak,Outbound,20,44.29,7.69,17.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4034.00,Cumberland,Interstate
410,8,3 - Mid Day,Inbound,9,19.93,3.00,15.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4035.00,Cumberland,Interstate
410,8,3 - Mid Day,Outbound,40,88.59,14.42,16.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4036.00,Cumberland,Interstate
410,8,4 - PM Peak,Outbound,40,88.59,2.82,3.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4037.00,Cumberland,Interstate
410,8,5 - Evening,Outbound,20,44.29,2.50,6.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4038.00,Cumberland,Interstate
410,9,1 - Early AM,Inbound,8,17.71,11.77,66.00,5/17/2013 12:06:21,NWK052120,5/8/2013 0:00:00,132.89,3337.00,4039.00,Cumberland,Interstate
